original_path,original_relpath,normalized_path,normalized_relpath,filename,normalized_filename
/home/locotoki/projects/alfred-agent-platform-v2/docs/monitoring/dashboards.md,monitoring/dashboards.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/monitoring/dashboards.md,monitoring/dashboards.md,dashboards.md,dashboards.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/operations.md,atlas/operations.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/operations.md,atlas/operations.md,operations.md,operations.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/architecture.md,atlas/architecture.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/architecture.md,atlas/architecture.md,architecture.md,architecture.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/roadmap.md,atlas/roadmap.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/roadmap.md,atlas/roadmap.md,roadmap.md,roadmap.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/api.md,atlas/api.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/api.md,atlas/api.md,api.md,api.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/usage-guide.md,atlas/usage-guide.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/usage_guide.md,atlas/usage_guide.md,usage-guide.md,usage_guide.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/USAGE_GUIDE.md,atlas/USAGE_GUIDE.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/usage_guide.md,atlas/usage_guide.md,USAGE_GUIDE.md,usage_guide.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/README.md,atlas/README.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/atlas/readme.md,atlas/readme.md,README.md,readme.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-social-intelligence-report.md,tools/outputs/phase2-social-intelligence-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_social_intelligence_report.md,tools/outputs/phase2_social_intelligence_report.md,phase2-social-intelligence-report.md,phase2_social_intelligence_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_6.md,tools/outputs/migration_dashboard_updated_6.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_6.md,tools/outputs/migration_dashboard_updated_6.md,migration_dashboard_updated_6.md,migration_dashboard_updated_6.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_overview.md,tools/outputs/migration_overview.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_overview.md,tools/outputs/migration_overview.md,migration_overview.md,migration_overview.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration-report-deployment-guide.md,tools/outputs/migration-report-deployment-guide.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_report_deployment_guide.md,tools/outputs/migration_report_deployment_guide.md,migration-report-deployment-guide.md,migration_report_deployment_guide.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-progress-updated-3.md,tools/outputs/phase2-progress-updated-3.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_progress_updated_3.md,tools/outputs/phase2_progress_updated_3.md,phase2-progress-updated-3.md,phase2_progress_updated_3.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-niche-scout-workflow-report.md,tools/outputs/phase2-niche-scout-workflow-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_niche_scout_workflow_report.md,tools/outputs/phase2_niche_scout_workflow_report.md,phase2-niche-scout-workflow-report.md,phase2_niche_scout_workflow_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_2.md,tools/outputs/migration_tracking_updated_2.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_2.md,tools/outputs/migration_tracking_updated_2.md,migration_tracking_updated_2.md,migration_tracking_updated_2.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_3.md,tools/outputs/migration_dashboard_updated_3.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_3.md,tools/outputs/migration_dashboard_updated_3.md,migration_dashboard_updated_3.md,migration_dashboard_updated_3.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/validation_report.md,tools/outputs/validation_report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/validation_report.md,tools/outputs/validation_report.md,validation_report.md,validation_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-system-architecture-report.md,tools/outputs/phase2-system-architecture-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_system_architecture_report.md,tools/outputs/phase2_system_architecture_report.md,phase2-system-architecture-report.md,phase2_system_architecture_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-progress-updated-4.md,tools/outputs/phase2-progress-updated-4.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_progress_updated_4.md,tools/outputs/phase2_progress_updated_4.md,phase2-progress-updated-4.md,phase2_progress_updated_4.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase3-readiness-checklist.md,tools/outputs/phase3-readiness-checklist.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase3_readiness_checklist.md,tools/outputs/phase3_readiness_checklist.md,phase3-readiness-checklist.md,phase3_readiness_checklist.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-agent-core-report.md,tools/outputs/phase2-agent-core-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_agent_core_report.md,tools/outputs/phase2_agent_core_report.md,phase2-agent-core-report.md,phase2_agent_core_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_7.md,tools/outputs/migration_tracking_updated_7.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_7.md,tools/outputs/migration_tracking_updated_7.md,migration_tracking_updated_7.md,migration_tracking_updated_7.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_8.md,tools/outputs/migration_tracking_updated_8.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_8.md,tools/outputs/migration_tracking_updated_8.md,migration_tracking_updated_8.md,migration_tracking_updated_8.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_4.md,tools/outputs/migration_tracking_updated_4.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_4.md,tools/outputs/migration_tracking_updated_4.md,migration_tracking_updated_4.md,migration_tracking_updated_4.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-progress-updated-2.md,tools/outputs/phase2-progress-updated-2.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_progress_updated_2.md,tools/outputs/phase2_progress_updated_2.md,phase2-progress-updated-2.md,phase2_progress_updated_2.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_5.md,tools/outputs/migration_dashboard_updated_5.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_5.md,tools/outputs/migration_dashboard_updated_5.md,migration_dashboard_updated_5.md,migration_dashboard_updated_5.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_summary.md,tools/outputs/migration_summary.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_summary.md,tools/outputs/migration_summary.md,migration_summary.md,migration_summary.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-agent-implementation-guide-report.md,tools/outputs/phase2-agent-implementation-guide-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_agent_implementation_guide_report.md,tools/outputs/phase2_agent_implementation_guide_report.md,phase2-agent-implementation-guide-report.md,phase2_agent_implementation_guide_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_5.md,tools/outputs/migration_tracking_updated_5.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_5.md,tools/outputs/migration_tracking_updated_5.md,migration_tracking_updated_5.md,migration_tracking_updated_5.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-batch1-plan.md,tools/outputs/phase2-batch1-plan.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_batch1_plan.md,tools/outputs/phase2_batch1_plan.md,phase2-batch1-plan.md,phase2_batch1_plan.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_7.md,tools/outputs/migration_dashboard_updated_7.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_7.md,tools/outputs/migration_dashboard_updated_7.md,migration_dashboard_updated_7.md,migration_dashboard_updated_7.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_6.md,tools/outputs/migration_tracking_updated_6.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_6.md,tools/outputs/migration_tracking_updated_6.md,migration_tracking_updated_6.md,migration_tracking_updated_6.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking.md,tools/outputs/migration_tracking.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking.md,tools/outputs/migration_tracking.md,migration_tracking.md,migration_tracking.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-execution-guide.md,tools/outputs/phase2-execution-guide.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_execution_guide.md,tools/outputs/phase2_execution_guide.md,phase2-execution-guide.md,phase2_execution_guide.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-progress.md,tools/outputs/phase2-progress.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_progress.md,tools/outputs/phase2_progress.md,phase2-progress.md,phase2_progress.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated.md,tools/outputs/migration_tracking_updated.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated.md,tools/outputs/migration_tracking_updated.md,migration_tracking_updated.md,migration_tracking_updated.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-financial-tax-agent-report.md,tools/outputs/phase2-financial-tax-agent-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_financial_tax_agent_report.md,tools/outputs/phase2_financial_tax_agent_report.md,phase2-financial-tax-agent-report.md,phase2_financial_tax_agent_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-completion-report.md,tools/outputs/phase2-completion-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_completion_report.md,tools/outputs/phase2_completion_report.md,phase2-completion-report.md,phase2_completion_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-progress-updated.md,tools/outputs/phase2-progress-updated.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_progress_updated.md,tools/outputs/phase2_progress_updated.md,phase2-progress-updated.md,phase2_progress_updated.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated.md,tools/outputs/migration_dashboard_updated.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated.md,tools/outputs/migration_dashboard_updated.md,migration_dashboard_updated.md,migration_dashboard_updated.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard.md,tools/outputs/migration_dashboard.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard.md,tools/outputs/migration_dashboard.md,migration_dashboard.md,migration_dashboard.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-document-report.md,tools/outputs/phase2-document-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_document_report.md,tools/outputs/phase2_document_report.md,phase2-document-report.md,phase2_document_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-legal-compliance-agent-report.md,tools/outputs/phase2-legal-compliance-agent-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_legal_compliance_agent_report.md,tools/outputs/phase2_legal_compliance_agent_report.md,phase2-legal-compliance-agent-report.md,phase2_legal_compliance_agent_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_3.md,tools/outputs/migration_tracking_updated_3.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_tracking_updated_3.md,tools/outputs/migration_tracking_updated_3.md,migration_tracking_updated_3.md,migration_tracking_updated_3.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration-report-seed-to-blueprint.md,tools/outputs/migration-report-seed-to-blueprint.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_report_seed_to_blueprint.md,tools/outputs/migration_report_seed_to_blueprint.md,migration-report-seed-to-blueprint.md,migration_report_seed_to_blueprint.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_4.md,tools/outputs/migration_dashboard_updated_4.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_4.md,tools/outputs/migration_dashboard_updated_4.md,migration_dashboard_updated_4.md,migration_dashboard_updated_4.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2-infrastructure-report.md,tools/outputs/phase2-infrastructure-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase2_infrastructure_report.md,tools/outputs/phase2_infrastructure_report.md,phase2-infrastructure-report.md,phase2_infrastructure_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_2.md,tools/outputs/migration_dashboard_updated_2.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/migration_dashboard_updated_2.md,tools/outputs/migration_dashboard_updated_2.md,migration_dashboard_updated_2.md,migration_dashboard_updated_2.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/reports/examples_metadata_update.md,tools/outputs/reports/examples_metadata_update.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/reports/examples_metadata_update.md,tools/outputs/reports/examples_metadata_update.md,examples_metadata_update.md,examples_metadata_update.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/reports/templates_metadata_update.md,tools/outputs/reports/templates_metadata_update.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/reports/templates_metadata_update.md,tools/outputs/reports/templates_metadata_update.md,templates_metadata_update.md,templates_metadata_update.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase1-completion/phase1-completion-report.md,tools/outputs/phase1-completion/phase1-completion-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase1-completion/phase1_completion_report.md,tools/outputs/phase1-completion/phase1_completion_report.md,phase1-completion-report.md,phase1_completion_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase1-completion/phase2-readiness-checklist.md,tools/outputs/phase1-completion/phase2-readiness-checklist.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/tools/outputs/phase1-completion/phase2_readiness_checklist.md,tools/outputs/phase1-completion/phase2_readiness_checklist.md,phase2-readiness-checklist.md,phase2_readiness_checklist.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/system-design.md,architecture/system-design.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/system_design.md,architecture/system_design.md,system-design.md,system_design.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/agent-core.md,architecture/agent-core.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/agent_core.md,architecture/agent_core.md,agent-core.md,agent_core.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/orchestration-architecture.md,architecture/orchestration-architecture.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/orchestration_architecture.md,architecture/orchestration_architecture.md,orchestration-architecture.md,orchestration_architecture.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/system-architecture.md,architecture/system-architecture.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/architecture/system_architecture.md,architecture/system_architecture.md,system-architecture.md,system_architecture.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/standards/validation-report.md,governance/standards/validation-report.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/standards/validation_report.md,governance/standards/validation_report.md,validation-report.md,validation_report.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/standards/documentation-standards.md,governance/standards/documentation-standards.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/standards/documentation_standards.md,governance/standards/documentation_standards.md,documentation-standards.md,documentation_standards.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/documentation-cicd-integration.md,governance/processes/documentation-cicd-integration.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/documentation_cicd_integration.md,governance/processes/documentation_cicd_integration.md,documentation-cicd-integration.md,documentation_cicd_integration.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/document-consolidation-guide.md,governance/processes/document-consolidation-guide.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/document_consolidation_guide.md,governance/processes/document_consolidation_guide.md,document-consolidation-guide.md,document_consolidation_guide.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/documentation-migration-tutorial.md,governance/processes/documentation-migration-tutorial.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/documentation_migration_tutorial.md,governance/processes/documentation_migration_tutorial.md,documentation-migration-tutorial.md,documentation_migration_tutorial.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/documentation-process.md,governance/processes/documentation-process.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/processes/documentation_process.md,governance/processes/documentation_process.md,documentation-process.md,documentation_process.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/ai-tools/ai-integration-guidelines.md,governance/ai-tools/ai-integration-guidelines.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/ai-tools/ai_integration_guidelines.md,governance/ai-tools/ai_integration_guidelines.md,ai-integration-guidelines.md,ai_integration_guidelines.md
/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/ai-tools/README.md,governance/ai-tools/README.md,/home/locotoki/projects/alfred-agent-platform-v2/docs/governance/ai-tools/readme.md,governance/ai-tools/readme.md,README.md,readme.md
